chA,chB,pA,pB,d,score
ADC,ADC,0.6000000000000001,0.2,wooters_distance,0.5087333347331913
ADC,ADC,0.6000000000000001,0.30000000000000004,trace_distance,0.28097055917604696
ADC,ADC,0.6000000000000001,0.30000000000000004,fidelity,0.7530836525168115
ADC,ADC,0.6000000000000001,0.30000000000000004,affinity,0.8616743528938356
ADC,ADC,0.6000000000000001,0.30000000000000004,wooters_distance,0.5196017206851319
ADC,ADC,0.6000000000000001,0.4,trace_distance,0.30673768967145204
ADC,ADC,0.6000000000000001,0.4,fidelity,0.7425078814298276
ADC,ADC,0.6000000000000001,0.4,affinity,0.8513425583052963
ADC,ADC,0.6000000000000001,0.4,wooters_distance,0.5310982233887375
ADC,ADC,0.6000000000000001,0.5,trace_distance,0.33631034050460434
ADC,ADC,0.6000000000000001,0.5,fidelity,0.7320053747701117
ADC,ADC,0.6000000000000001,0.5,affinity,0.8388720079843727
ADC,ADC,0.6000000000000001,0.5,wooters_distance,0.5410708930711641
ADC,ADC,0.6000000000000001,0.6000000000000001,trace_distance,0.3634043422874674
ADC,ADC,0.6000000000000001,0.6000000000000001,fidelity,0.7222369022435202
ADC,ADC,0.6000000000000001,0.6000000000000001,affinity,0.8250643387620576
ADC,ADC,0.6000000000000001,0.6000000000000001,wooters_distance,0.5483511805690366
ADC,ADC,0.6000000000000001,0.7000000000000001,trace_distance,0.4111137280903522
ADC,ADC,0.6000000000000001,0.7000000000000001,fidelity,0.7048167500847636
ADC,ADC,0.6000000000000001,0.7000000000000001,affinity,0.8009789070880708
ADC,ADC,0.6000000000000001,0.7000000000000001,wooters_distance,0.5648478890751907
ADC,ADC,0.6000000000000001,0.8,trace_distance,0.4483176513857434
ADC,ADC,0.6000000000000001,0.8,fidelity,0.6901218928584412
ADC,ADC,0.6000000000000001,0.8,affinity,0.775237778248587
ADC,ADC,0.6000000000000001,0.8,wooters_distance,0.5755374272663423
ADC,ADC,0.6000000000000001,0.9,trace_distance,0.5038089904498263
ADC,ADC,0.6000000000000001,0.9,fidelity,0.6636392996281267
ADC,ADC,0.6000000000000001,0.9,affinity,0.7302522078659303
ADC,ADC,0.6000000000000001,0.9,wooters_distance,0.6001040676719582
ADC,ADC,0.6000000000000001,1.0,trace_distance,0.584126561296609
ADC,ADC,0.6000000000000001,1.0,fidelity,0.601165218552387
ADC,ADC,0.6000000000000001,1.0,affinity,0.6011666218871997
ADC,ADC,0.6000000000000001,1.0,wooters_distance,0.664669210608998
ADC,ADC,0.7000000000000001,0.0,trace_distance,0.2754207553198285
ADC,ADC,0.7000000000000001,0.0,fidelity,0.7361886335828238
ADC,ADC,0.7000000000000001,0.0,affinity,0.8549390975073443
ADC,ADC,0.7000000000000001,0.0,wooters_distance,0.5287010644816699
ADC,ADC,0.7000000000000001,0.1,trace_distance,0.284178679561193
ADC,ADC,0.7000000000000001,0.1,fidelity,0.7295279215025718
ADC,ADC,0.7000000000000001,0.1,affinity,0.8512850195432314
ADC,ADC,0.7000000000000001,0.1,wooters_distance,0.5425769142020137
ADC,ADC,0.7000000000000001,0.2,trace_distance,0.29370225955829027
ADC,ADC,0.7000000000000001,0.2,fidelity,0.7259353189547121
ADC,ADC,0.7000000000000001,0.2,affinity,0.8483772801514006
ADC,ADC,0.7000000000000001,0.2,wooters_distance,0.5497418477755974
ADC,ADC,0.7000000000000001,0.30000000000000004,trace_distance,0.3084041019209891
ADC,ADC,0.7000000000000001,0.30000000000000004,fidelity,0.7229488350736376
ADC,ADC,0.7000000000000001,0.30000000000000004,affinity,0.8439940308124464
ADC,ADC,0.7000000000000001,0.30000000000000004,wooters_distance,0.5540182931284483
ADC,ADC,0.7000000000000001,0.4,trace_distance,0.32708651844642384
ADC,ADC,0.7000000000000001,0.4,fidelity,0.71836568187619
ADC,ADC,0.7000000000000001,0.4,affinity,0.8372756087586042
ADC,ADC,0.7000000000000001,0.4,wooters_distance,0.558671292957378
ADC,ADC,0.7000000000000001,0.5,trace_distance,0.34766008601541193
ADC,ADC,0.7000000000000001,0.5,fidelity,0.7142188685959466
ADC,ADC,0.7000000000000001,0.5,affinity,0.8290117780544249
ADC,ADC,0.7000000000000001,0.5,wooters_distance,0.5615101174951925
ADC,ADC,0.7000000000000001,0.6000000000000001,trace_distance,0.3820372155203607
ADC,ADC,0.7000000000000001,0.6000000000000001,fidelity,0.7044360033713607
ADC,ADC,0.7000000000000001,0.6000000000000001,affinity,0.8136977799689737
ADC,ADC,0.7000000000000001,0.6000000000000001,wooters_distance,0.5699382971500332
ADC,ADC,0.7000000000000001,0.7000000000000001,trace_distance,0.41272700774301396
ADC,ADC,0.7000000000000001,0.7000000000000001,fidelity,0.696615486744104
ADC,ADC,0.7000000000000001,0.7000000000000001,affinity,0.7971255744623358
ADC,ADC,0.7000000000000001,0.7000000000000001,wooters_distance,0.5747851572864372
ADC,ADC,0.7000000000000001,0.8,trace_distance,0.4459756070207972
ADC,ADC,0.7000000000000001,0.8,fidelity,0.6889820154630847
ADC,ADC,0.7000000000000001,0.8,affinity,0.775643945885235
ADC,ADC,0.7000000000000001,0.8,wooters_distance,0.5779899607494042
ADC,ADC,0.7000000000000001,0.9,trace_distance,0.4945266301597828
ADC,ADC,0.7000000000000001,0.9,fidelity,0.6706561082185718
ADC,ADC,0.7000000000000001,0.9,affinity,0.736916726560004
ADC,ADC,0.7000000000000001,0.9,wooters_distance,0.592447850591631
ADC,ADC,0.7000000000000001,1.0,trace_distance,0.5781763218838286
ADC,ADC,0.7000000000000001,1.0,fidelity,0.6129174276856625
ADC,ADC,0.7000000000000001,1.0,affinity,0.6129159081997397
ADC,ADC,0.7000000000000001,1.0,wooters_distance,0.6519538682282292
ADC,ADC,0.8,0.0,trace_distance,0.32831446167371403
ADC,ADC,0.8,0.0,fidelity,0.6819933761834982
ADC,ADC,0.8,0.0,affinity,0.8224991502310935
ADC,ADC,0.8,0.0,wooters_distance,0.5922909339497588
ADC,ADC,0.8,0.1,trace_distance,0.324567985867132
ADC,ADC,0.8,0.1,fidelity,0.6867371151528758
ADC,ADC,0.8,0.1,affinity,0.8259848122694317
ADC,ADC,0.8,0.1,wooters_distance,0.5914955511037688
ADC,ADC,0.8,0.2,trace_distance,0.3312415218381681
ADC,ADC,0.8,0.2,fidelity,0.6861461707887164
ADC,ADC,0.8,0.2,affinity,0.824637243651902
ADC,ADC,0.8,0.2,wooters_distance,0.5938583711697364
ADC,ADC,0.8,0.30000000000000004,trace_distance,0.3385330063016305
ADC,ADC,0.8,0.30000000000000004,fidelity,0.6886657271707396
ADC,ADC,0.8,0.30000000000000004,affinity,0.823720615617983
ADC,ADC,0.8,0.30000000000000004,wooters_distance,0.5917281603378761
ADC,ADC,0.8,0.4,trace_distance,0.35285723773847316
ADC,ADC,0.8,0.4,fidelity,0.6886990428445364
ADC,ADC,0.8,0.4,affinity,0.8194357727818813
ADC,ADC,0.8,0.4,wooters_distance,0.5912483199382418
ADC,ADC,0.8,0.5,trace_distance,0.3690334406803267
ADC,ADC,0.8,0.5,fidelity,0.6898475463969025
ADC,ADC,0.8,0.5,affinity,0.8140406405658918
ADC,ADC,0.8,0.5,wooters_distance,0.588610464631814
ADC,ADC,0.8,0.6000000000000001,trace_distance,0.392527596603864
ADC,ADC,0.8,0.6000000000000001,fidelity,0.6884819328592259
ADC,ADC,0.8,0.6000000000000001,affinity,0.8042436252131354
ADC,ADC,0.8,0.6000000000000001,wooters_distance,0.5877135172223658
ADC,ADC,0.8,0.7000000000000001,trace_distance,0.42377654061256864
ADC,ADC,0.8,0.7000000000000001,fidelity,0.6842004720885068
ADC,ADC,0.8,0.7000000000000001,affinity,0.7891893530045725
ADC,ADC,0.8,0.7000000000000001,wooters_distance,0.5893453401232958
ADC,ADC,0.8,0.8,trace_distance,0.46076588302331856
ADC,ADC,0.8,0.8,fidelity,0.6757648076330649
ADC,ADC,0.8,0.8,affinity,0.7666180751619673
ADC,ADC,0.8,0.8,wooters_distance,0.5946442116804136
ADC,ADC,0.8,0.9,trace_distance,0.5005167781771276
ADC,ADC,0.8,0.9,fidelity,0.6669213196747259
ADC,ADC,0.8,0.9,affinity,0.7345142322671657
ADC,ADC,0.8,0.9,wooters_distance,0.598511206188502
ADC,ADC,0.8,1.0,trace_distance,0.5612406368164509
ADC,ADC,0.8,1.0,fidelity,0.6327027995770964
ADC,ADC,0.8,1.0,affinity,0.6326978643735403
ADC,ADC,0.8,1.0,wooters_distance,0.6288048978190308
ADC,ADC,0.9,0.0,trace_distance,0.3854266276911684
ADC,ADC,0.9,0.0,fidelity,0.6216602017287473
ADC,ADC,0.9,0.0,affinity,0.7857349212878392
ADC,ADC,0.9,0.0,wooters_distance,0.659987794872433
ADC,ADC,0.9,0.1,trace_distance,0.3785228004908838
ADC,ADC,0.9,0.1,fidelity,0.6298030572977135
ADC,ADC,0.9,0.1,affinity,0.7912793432324906
ADC,ADC,0.9,0.1,wooters_distance,0.6530501842872677
ADC,ADC,0.9,0.2,trace_distance,0.37614275757475535
ADC,ADC,0.9,0.2,fidelity,0.6378678845589252
ADC,ADC,0.9,0.2,affinity,0.7951494131216574
ADC,ADC,0.9,0.2,wooters_distance,0.6454292487817501
ADC,ADC,0.9,0.30000000000000004,trace_distance,0.37790810784181955
ADC,ADC,0.9,0.30000000000000004,fidelity,0.6450788731264341
ADC,ADC,0.9,0.30000000000000004,affinity,0.7970602125245024
ADC,ADC,0.9,0.30000000000000004,wooters_distance,0.6379932690584393
ADC,ADC,0.9,0.4,trace_distance,0.3840418512567046
ADC,ADC,0.9,0.4,fidelity,0.6525451448445584
ADC,ADC,0.9,0.4,affinity,0.7972781567715721
ADC,ADC,0.9,0.4,wooters_distance,0.6296235672569863
ADC,ADC,0.9,0.5,trace_distance,0.3994091731401012
